num_dossard,pname,name,genre,cat,club,nationalité,ville,pays,etat,class_gen,class_F,class_cat,arrivée,tps_course,vit_moy
1143,Thibault,PESENTI,Homme,M1 H (40-44),,FRA (France),LE PONT DE CLAIX,FR,Finisher,6,,6,Derni,30:36:29,5.24
670,Antoine,LAINE,Homme,SE H (23-34),,FRA (France),BASTIA,FR,Finisher,7,,1,Derni,30:40:31,5.22
19,Gabriel,ALCARAZ,Homme,SE H (23-34),,FRA (France),VITROLLES,FR,Finisher,8,,2,Derni,31:04:19,5.16
617,Romain,HUSSON,Homme,SE H (23-34),,FRA (France),FREJUS,FR,Finisher,9,,3,Derni,31:04:22,5.16
97,Arnaud,BECK,Homme,M0 H (35-39),,FRA (France),SAINTE MARIE,RE,Finisher,0,,4,Derni,31:04:41,5.16
613,Hervé,HUGUENOT,Homme,M0 H (35-39),,FRA (France),RAVINE DES CABRIS,RE,Finisher,1,,5,Derni,31:10:05,5.14
557,Victor,GUERDIN,Homme,SE H (23-34),,FRA (France),LE TAMPON,RE,Finisher,2,,4,Derni,31:13:32,5.13
333,Romain,CYR,Homme,M0 H (35-39),,FRA (France),ROCHEFORT EN YVELINES,FR,Finisher,3,,6,Derni,31:21:26,5.11
1663,Jean-Claude,GUITON,Homme,M3 H (50-54),,FRA (France),SAINTE ANNE,RE,Finisher,4,,3,Derni,31:29:53,5.09
372,Sébastien,DODAIN,Homme,M1 H (40-44),,FRA (France),LIGNÉ,FR,Finisher,5,,7,Derni,31:46:19,5.04
1842,Antoine,BERTOLOTTI,Homme,M0 H (35-39),,FRA (France),RAVINE DES CABRIS,RE,Finisher,6,,7,Derni,31:49:59,5.03
592,Mickael,HEMON,Homme,M2 H (45-49),,FRA (France),LONGUEVILLE SUR SCIE,FR,Finisher,7,,5,Derni,31:59:17,5.01
2589,Géraldo,TRULES,Homme,M0 H (35-39),,FRA (France),LE PLATE ST LEU,RE,Finisher,8,,8,Derni,31:59:18,5.01
765,Damien,LIBERT,Homme,SE H (23-34),,BEL (Belgique),NAMUR,BE,Finisher,9,,5,Derni,32:00:46,5.01
1522,Sebastien,ROBERT,Homme,SE H (23-34),,FRA (France),NICE,FR,Finisher,0,,6,Derni,32:03:18,5.0
1574,Amandine,GINOUVES,Femme,M1 F (40-44),,FRA (France),LA GAUDE,FR,Finisher,0,2,2,Derni,32:03:18,5.0
1925,Aymar,PÉRIÉ,Homme,M0 H (35-39),,FRA (France),SAINTE CLOTILDE,RE,Finisher,2,,9,Derni,32:05:08,4.99
238,Ramon,CASANOVAS,Homme,M1 H (40-44),,SUI (Suisse),BIEL,CH,Finisher,3,,8,Derni,32:21:15,4.95
95,Florent,BEAUFILS,Homme,M0 H (35-39),,FRA (France),SAINT-BRIAC SUR MER,FR,Finisher,4,,0,Derni,32:24:29,4.94
891,Patrice,NALET,Homme,M1 H (40-44),,FRA (France),AMBARES LAGRAVE,FR,Finisher,5,,9,Derni,32:25:52,4.94
2188,Sebastien,YVIN,Homme,M1 H (40-44),,FRA (France),PLUGUFFAN,FR,Finisher,6,,0,Derni,32:27:45,4.94
253,Sebastien,CHAMPION,Homme,M1 H (40-44),,FRA (France),SAINT-PIERRE,RE,Finisher,7,,1,Derni,32:32:07,4.93
1382,Romain,BERION,Homme,M0 H (35-39),,FRA (France),FRASNE,FR,Finisher,8,,1,Derni,32:33:06,4.92
134,Justin,BIDAULT,Homme,SE H (23-34),,FRA (France),SAINT-DONAN,FR,Finisher,9,,7,Derni,32:37:14,4.91
1916,Thomas,LABOYRIE,Homme,M1 H (40-44),,FRA (France),MÉRIGNAC,FR,Finisher,9,,2,Derni,32:37:14,4.91
876,Sylvain,MORIN,Homme,M2 H (45-49),,FRA (France),POMMERET,FR,Finisher,1,,6,Derni,32:39:22,4.91
756,Sébastien,LESAGE,Homme,M3 H (50-54),,FRA (France),SAINT PAUL,RE,Finisher,2,,4,Derni,32:43:42,4.9
1793,Thierry,BESOMBES,Homme,M2 H (45-49),,FRA (France),AUTHEZAT,FR,Finisher,3,,7,Derni,32:45:04,4.89
144,Sophie,BLARD,Femme,M2 F (45-49),,FRA (France),SAINTE CLOTILDE,RE,Finisher,4,3,1,Derni,32:51:11,4.88
117,Jean Pierre,BERGOULI,Homme,M3 H (50-54),,FRA (France),SENDETS,FR,Finisher,5,,5,Derni,32:59:03,4.86
1537,Nicolas,SCHUMACHER,Homme,SE H (23-34),,FRA (France),RAVINE DES CABRIS,RE,Finisher,6,,8,Derni,33:05:27,4.84
879,Yoann,MORISSE,Homme,M0 H (35-39),,FRA (France),LA VILLE DU BOIS,FR,Finisher,7,,2,Derni,33:05:28,4.84
1272,Filippo,CANETTA,Homme,M2 H (45-49),,ITA (Italie),MILANO,IT,Finisher,8,,8,Derni,33:19:26,4.81
720,Laurent,LE HELLEY,Homme,M2 H (45-49),,FRA (France),SAINT-BRANDAN,FR,Finisher,9,,9,Derni,33:20:13,4.81
182,Ludovic,BOURGEOIS,Homme,M0 H (35-39),,FRA (France),BOIS D'AMONT,FR,Finisher,0,,3,Derni,33:23:40,4.8
1765,Jerome,PRUVOT,Homme,M1 H (40-44),,FRA (France),REGNIER,FR,Finisher,1,,3,Derni,33:25:04,4.8
799,Vincent,MALCURAT,Homme,SE H (23-34),,FRA (France),SAINT PIERRE,RE,Finisher,2,,9,Derni,33:25:29,4.79
607,Titouan,HONNART,Homme,SE H (23-34),,FRA (France),BASTIA,FR,Finisher,3,,0,Derni,33:28:01,4.79
444,Gérôme,FERNANDEZ,Homme,SE H (23-34),,FRA (France),LES DEUX ALPES,FR,Finisher,4,,1,Derni,33:29:04,4.79
708,Jean-Francois,LE CARDINAL,Homme,M3 H (50-54),,FRA (France),PLAINTEL,FR,Finisher,5,,6,Derni,33:35:06,4.77
813,David,MARITEAU,Homme,M2 H (45-49),,FRA (France),69400,FR,Finisher,6,,0,Derni,33:36:48,4.77
1204,Matthieu,ROL,Homme,SE H (23-34),,FRA (France),SAINT-GILLES LES BAINS,RE,Finisher,6,,2,Derni,33:36:48,4.77
1358,Thierry,GALLOU,Homme,M3 H (50-54),,FRA (France),PLOURIN LES MORLAIX,FR,Finisher,8,,7,Derni,33:39:11,4.76
153,Maxime,BOISNARD,Homme,SE H (23-34),,FRA (France),LAUSANNE,CH,Finisher,9,,3,Derni,33:41:56,4.76
1115,Marc,VONAU,Homme,M1 H (40-44),,FRA (France),LA POSSESSION,RE,Finisher,0,,4,Derni,33:42:13,4.75
1334,Laurent,TOUTAIN,Homme,M3 H (50-54),,FRA (France),EYGALIERES,FR,Finisher,1,,8,Derni,33:50:22,4.74
553,Jean Denis,GRONDIN,Homme,M1 H (40-44),,FRA (France),SAINTE MARIE,RE,Finisher,2,,5,Derni,33:50:51,4.73
2311,Arnaud,MADILHAC,Homme,M1 H (40-44),,FRA (France),ST PIERRE,RE,Finisher,3,,6,Derni,33:51:34,4.73
1203,Sylvaine,CUSSOT,Femme,M0 F (35-39),,FRA (France),PITON SAINT LEU,RE,Finisher,4,4,1,Derni,34:01:16,4.71
1205,Jean René,ROBERT,Homme,M1 H (40-44),,FRA (France),SAINT-ANDRÉ,RE,Finisher,5,,7,Derni,34:10:18,4.69
59,Frédéric,AVICE,Homme,M2 H (45-49),,FRA (France),SAINT BENOIT,RE,Finisher,6,,1,Derni,34:10:21,4.69
1435,Yoann,MORNET,Homme,M0 H (35-39),,FRA (France),FAA'A CENTRE,PF,Finisher,7,,4,Derni,34:14:09,4.68
2441,Simon,MICHELLIER,Homme,M0 H (35-39),,FRA (France),LA MOTTE SERVOLEX,FR,Finisher,8,,5,Derni,34:16:23,4.68
918,Laurent,OLLU,Homme,M3 H (50-54),,FRA (France),LA CHAPELLE SUR ERDRE,FR,Finisher,9,,9,Derni,34:20:37,4.67
1551,Matthieu,MENANTEAU,Homme,M1 H (40-44),,FRA (France),GRESY SUR AIX,FR,Finisher,0,,8,Derni,34:21:33,4.66
1095,Adrien,SCHWEIZER,Homme,SE H (23-34),,FRA (France),NARBONNE,FR,Finisher,1,,4,Derni,34:24:09,4.66
487,Pascal,GAILLARD,Homme,M4 H (55-59),,FRA (France),MOUCHAN,FR,Finisher,2,,1,Derni,34:26:12,4.65
2090,Jean-Marie,POILVET,Homme,M0 H (35-39),,FRA (France),NANTES,FR,Finisher,3,,6,Derni,34:28:22,4.65
1490,Yoann,LUCAS,Homme,M0 H (35-39),,FRA (France),VANNES,FR,Finisher,4,,7,Derni,34:31:56,4.64
2474,Jerome,MANÉRA,Homme,M2 H (45-49),,FRA (France),GINESTAS,FR,Finisher,5,,2,Derni,34:31:58,4.64
1631,Pierre-Yves,MARIA,Homme,M0 H (35-39),,FRA (France),RIVIERE NOIRE,MU,Finisher,6,,8,Derni,34:35:13,4.63
328,Robin,CRENN,Homme,SE H (23-34),,FRA (France),ANNECY,FR,Finisher,7,,5,Derni,34:35:14,4.63
2066,Christophe,YEMSI,Homme,M3 H (50-54),,FRA (France),ENTRE DEUX,RE,Finisher,8,,0,Derni,34:36:21,4.63
998,Stéphane,POUZET,Homme,M1 H (40-44),,FRA (France),MAILLOT,FR,Finisher,9,,9,Derni,34:38:16,4.63
1428,Alexis,VALTAT,Homme,M0 H (35-39),,FRA (France),ANNECY,FR,Finisher,9,,9,Derni,34:38:16,4.63
817,Frédéric,MARTIN,Homme,M0 H (35-39),,SUI (Suisse),MIÈGE,CH,Finisher,1,,0,Derni,34:44:37,4.61
1302,Luca,AMBROSINI,Homme,M0 H (35-39),,ITA (Italie),MERANO,IT,Finisher,2,,1,Derni,34:54:21,4.59
170,Pierrick,BOUAZZA,Homme,M0 H (35-39),,FRA (France),ISSY LES MOULINEAUX,FR,Finisher,3,,2,Derni,34:54:59,4.59
644,Lionel,JOURDAN,Homme,M2 H (45-49),,FRA (France),SAINT MARTIN LA PLAINE,FR,Finisher,3,,3,Derni,34:54:59,4.59
671,Frédéric,LALO,Homme,M2 H (45-49),,FRA (France),MONTREDON,FR,Finisher,5,,4,Derni,34:57:20,4.58
385,Francois-Henri,DRUOT,Homme,SE H (23-34),,FRA (France),TALLENAY,FR,Finisher,6,,6,Derni,34:58:11,4.58
1552,Jean Yvrin,GANNE,Homme,M2 H (45-49),,FRA (France),SAINT ANDRE,RE,Finisher,7,,5,Derni,35:02:44,4.57
1488,Emmanuel,PIERRE,Homme,SE H (23-34),,FRA (France),LA POSSESSION,RE,Finisher,8,,7,Derni,35:06:35,4.56
1348,Marc,GOURDON,Homme,M0 H (35-39),,FRA (France),BLACE,FR,Finisher,9,,3,Derni,35:09:04,4.56
594,Vincent,HERITIER,Homme,M0 H (35-39),,FRA (France),VALBONNE,FR,Finisher,0,,4,Derni,35:11:26,4.55
404,Irwin,DUPIRE,Homme,SE H (23-34),,FRA (France),TOURNEFEUILLE,FR,Finisher,1,,8,Derni,35:19:38,4.54
533,Olivier,GOMES,Homme,M0 H (35-39),,FRA (France),ST DENIS,RE,Finisher,2,,5,Derni,35:20:14,4.53
1408,Christophe,PIMENTA,Homme,M0 H (35-39),,FRA (France),REZÉ,FR,Finisher,3,,6,Derni,35:23:26,4.53
208,Mickael,BRULÉ,Homme,M0 H (35-39),,FRA (France),CONDAT SUR VIENNE,FR,Finisher,4,,7,Derni,35:23:52,4.53
2296,Mathieu,JOBARD,Homme,M0 H (35-39),,FRA (France),SAINT PIERRE,RE,Finisher,5,,8,Derni,35:24:27,4.53
689,Jessica,LASSARA,Femme,SE F (23-34),,FRA (France),LE TAMPON,RE,Finisher,6,5,1,Derni,35:26:35,4.52
1952,Paul,MANTION,Homme,SE H (23-34),,FRA (France),SAINTE ROSE,RE,Finisher,7,,9,Derni,35:30:05,4.51
227,Bruno,CAMPANAC,Homme,M0 H (35-39),,FRA (France),LE MONASTERE,FR,Finisher,8,,9,Derni,35:31:07,4.51
1707,Baptiste,MONCANUT,Homme,M2 H (45-49),,FRA (France),CHAMBON-SUR-CISSE,FR,Finisher,9,,6,Derni,35:32:18,4.51
1359,Tanguy,BELLIER,Homme,SE H (23-34),,FRA (France),VILLEDIEU,FR,Finisher,0,,0,Derni,35:32:43,4.51
1117,Ronan,VISDELOUP,Homme,M0 H (35-39),,FRA (France),LOUDEAC,FR,Finisher,1,,0,Derni,35:34:04,4.51
1754,Julien,ZIMMER,Homme,SE H (23-34),,FRA (France),PARIS,FR,Finisher,2,,1,Derni,35:34:33,4.5
2496,Mickael,FERNANDES,Homme,M1 H (40-44),,FRA (France),ROANNE,FR,Finisher,3,,0,Derni,35:35:28,4.5
1737,Antoine,BOUAN,Homme,SE H (23-34),,FRA (France),BEAUSSAIS SUR MER,FR,Finisher,4,,2,Derni,35:40:24,4.49
2411,Clément,COMBEMORELLE,Homme,SE H (23-34),,FRA (France),SAINTE MARIE,RE,Finisher,5,,3,Derni,35:42:19,4.49
211,Adrien,FOIX,Homme,M0 H (35-39),,FRA (France),BIGUGLIA,FR,Finisher,6,,1,Derni,35:48:58,4.47
625,Anthony,ISABELLE,Homme,M0 H (35-39),,FRA (France),BONSECOURS,FR,Finisher,7,,2,Derni,35:51:50,4.47
1454,Francois,DECAMPS,Homme,SE H (23-34),,BEL (Belgique),ETANG SALE,RE,Finisher,8,,4,Derni,35:52:00,4.47
2224,Laurent Gerard,PAYET,Homme,M1 H (40-44),,FRA (France),CILAOS,RE,Finisher,9,,1,Derni,35:52:24,4.47
477,Patrick,FREI,Homme,M2 H (45-49),,SUI (Suisse),FRUTIGEN,CH,Finisher,0,,7,Derni,35:52:52,4.47
2538,Emmanuel,CHANGENET,Homme,M1 H (40-44),,FRA (France),RENNES,FR,Finisher,1,,2,Derni,35:55:17,4.46
1541,Geraldine,LACHAPELLE,Femme,M1 F (40-44),,FRA (France),PETITE-ÎLE,RE,Finisher,2,6,3,Derni,35:57:11,4.46
1672,Jerome,BOUC,Homme,M2 H (45-49),,FRA (France),PLAINE DES CAFRES,RE,Finisher,3,,8,Derni,36:02:26,4.45
1568,Mac Elian,DUGUIN,Homme,M1 H (40-44),,FRA (France),SAINT-JOSEPH,RE,Finisher,4,,3,Derni,36:06:58,4.44
25,Nicolas,ALLOU,Homme,M1 H (40-44),,FRA (France),LA MONTAGNE,RE,Finisher,5,,4,Derni,36:12:16,4.43
906,Maël,NIVINOU,Homme,SE H (23-34),,FRA (France),PITHIVIERS,FR,Finisher,6,,5,Derni,36:13:14,4.42
1457,Mathieu,LHORTOLAT,Homme,SE H (23-34),,FRA (France),SAINT LEU,RE,Finisher,7,,6,Derni,36:18:45,4.41
229,Aurore,CANINO,Femme,M0 F (35-39),,FRA (France),LONGUEVILLE-SUR-SCIE,FR,Finisher,8,7,2,Derni,36:21:17,4.41
1989,Franck,BITARD,Homme,SE H (23-34),,FRA (France),LONDON,GB,Finisher,9,,7,Derni,36:22:36,4.41
1430,Jean-Marie,ROCHE,Homme,M0 H (35-39),,FRA (France),VERNEGUES,FR,Finisher,0,,3,Derni,36:22:37,4.4
2306,Clément,CROS,Homme,M0 H (35-39),,FRA (France),ETANG-SALÉ,RE,Finisher,1,,4,Derni,36:22:41,4.4
1651,Anthony,DUVAL,Homme,SE H (23-34),,FRA (France),SAINT DENIS,RE,Finisher,2,,8,Derni,36:22:47,4.4
342,Laurent,DARD,Homme,M3 H (50-54),,FRA (France),DOMPIERRE SUR YON,FR,Finisher,3,,1,Derni,36:23:48,4.4
835,Jonathann,MAYETTE,Homme,M1 H (40-44),,FRA (France),LONNY,FR,Finisher,4,,5,Derni,36:23:54,4.4
1895,Guillaume,EYQUEM-BOTTARD,Homme,M0 H (35-39),,FRA (France),LA PLAINE SAINT-PAUL,RE,Finisher,5,,5,Derni,36:25:44,4.4
758,Alexandre,LESOIN,Homme,SE H (23-34),,FRA (France),ALENÇON,FR,Finisher,6,,9,Derni,36:26:40,4.4
741,Benoît,LÉGER,Homme,M0 H (35-39),,FRA (France),LE MANS,FR,Finisher,7,,6,Derni,36:29:34,4.39
2155,Arnaud,BARDY,Homme,SE H (23-34),,FRA (France),MARSEILLE,FR,Finisher,8,,0,Derni,36:30:56,4.39
1147,Laurent,LUCCIONI,Homme,M3 H (50-54),,USA (Etats-Unis),LONDON,GB,Finisher,9,,2,Derni,36:31:56,4.39
2247,Julien,CAMP,Homme,M0 H (35-39),,FRA (France),MARSEILLE,FR,Finisher,0,,7,Derni,36:33:40,4.38
316,Julien,COUGNAUD,Homme,M0 H (35-39),,FRA (France),AUBIGNY,FR,Finisher,1,,8,Derni,36:33:44,4.38
2500,Yann,MORELLO,Homme,SE H (23-34),,FRA (France),LA PENNE-SUR-HUVEAUNE,FR,Finisher,2,,1,Derni,36:33:47,4.38
1321,Serge,FORTINI,Homme,M0 H (35-39),,FRA (France),LA BÉDOULE,FR,Finisher,3,,9,Derni,36:35:42,4.38
995,Bérenger,POUCET,Homme,M0 H (35-39),,BEL (Belgique),CHIMAY,BE,Finisher,4,,0,Derni,36:36:33,4.38
1483,Gregory,FILAIN,Homme,SE H (23-34),,FRA (France),LE TAMPON,RE,Finisher,5,,2,Derni,36:36:34,4.38
1556,Jean-Michel,AGUT,Homme,M4 H (55-59),,FRA (France),ADE,FR,Finisher,6,,2,Derni,36:40:02,4.37
1824,Emmanuel,FAUCON,Homme,SE H (23-34),,FRA (France),BOURG DE PEAGE,FR,Finisher,7,,3,Derni,36:40:13,4.37
265,Jean Eddy,LAURET,Homme,M1 H (40-44),,FRA (France),SAINT-JOSEPH,RE,Finisher,8,,6,Derni,36:41:00,4.37
2033,Willy,SOLENTE,Homme,M3 H (50-54),,FRA (France),SAINT DENIS,RE,Finisher,9,,3,Derni,36:41:34,4.37
1834,Regis,VOISIN,Homme,M0 H (35-39),,FRA (France),LA MONTAGNE,RE,Finisher,0,,1,Derni,36:46:16,4.36
74,François,BALAO,Homme,SE H (23-34),,FRA (France),GRANDCHAMPS DES FONTAINES,FR,Finisher,1,,4,Derni,36:49:52,4.35
1901,Benoît,BOUCHE,Homme,SE H (23-34),,FRA (France),CAMBON,FR,Finisher,2,,5,Derni,36:50:03,4.35
58,Vincent,AVELINE,Homme,M1 H (40-44),,FRA (France),DOMONT,FR,Finisher,3,,7,Derni,36:51:55,4.35
207,Pieter-Jan,BRUGGEMAN,Homme,SE H (23-34),,BEL (Belgique),NAMUR,BE,Finisher,4,,6,Derni,36:59:05,4.33
1030,Simon,RICARD,Homme,SE H (23-34),,FRA (France),SAINT JEAN DE VEDAS,FR,Finisher,5,,7,Derni,37:02:20,4.33
2373,Nicolas,MARCEL,Homme,M1 H (40-44),,FRA (France),ST RESTITUT,FR,Finisher,6,,8,Derni,37:02:30,4.33
626,Teddy,ISABELLE,Homme,M0 H (35-39),,FRA (France),GRENOBLE,FR,Finisher,7,,2,Derni,37:04:14,4.32
1764,Ludovic,GRANDCLEMENT,Homme,M2 H (45-49),,FRA (France),CHÉZERY-FORENS,FR,Finisher,8,,9,Derni,37:08:23,4.31
475,Matthias,FRANCOIS,Homme,M1 H (40-44),,FRA (France),VANNES,FR,Finisher,9,,9,Derni,37:10:50,4.31
1647,Emmanuel Jean Laurent,FONTAINE,Homme,M1 H (40-44),,FRA (France),TROIS-BASSINS,RE,Finisher,0,,0,Derni,37:12:13,4.31
1742,Gaël,PHILIPPE,Homme,M2 H (45-49),,FRA (France),QUINTIN,FR,Finisher,1,,0,Derni,37:12:38,4.31
2620,Cyril,LEVILAIN,Homme,M3 H (50-54),,FRA (France),MARCQ EN BAROEUL,FR,Finisher,2,,4,Derni,37:12:45,4.31
2597,Vincent,VILBOUX,Homme,M0 H (35-39),,FRA (France),CHIRONGUI,FR,Finisher,3,,3,Derni,37:13:00,4.31
2236,Marc-Antoine,BROCHARD,Homme,SE H (23-34),,FRA (France),MONTREUIL,FR,Finisher,4,,8,Derni,37:13:02,4.31
2583,Florent,VILBOUX,Homme,M0 H (35-39),,FRA (France),LORIENT,FR,Finisher,5,,4,Derni,37:13:06,4.31
2343,Gaspard,CELLIÉ,Homme,SE H (23-34),,FRA (France),SAINT DENIS,RE,Finisher,6,,9,Derni,37:13:08,4.31
1849,Mickael,BERTHON,Homme,SE H (23-34),,FRA (France),SAINT JEAN DE BOURNAY,FR,Finisher,7,,0,Derni,37:13:49,4.3
2376,Mael,THOMASSIN,Homme,SE H (23-34),,FRA (France),LA SALINE LES BAINS,RE,Finisher,8,,1,Derni,37:16:09,4.3
1609,Eric,CONCÉ,Homme,M1 H (40-44),,FRA (France),SAINT MALO DE BEIGNON,FR,Finisher,9,,1,Derni,37:16:29,4.3
1381,Philippe,GUILLEMAIN,Homme,M5 H (60-64),,FRA (France),SUCY EN BRIE,FR,Finisher,0,,1,Derni,37:18:13,4.3
479,Laurent,FRISER,Homme,M1 H (40-44),,FRA (France),SAINT GILLES LES BAINS,RE,Finisher,1,,2,Derni,37:19:31,4.29
284,Jean-Emmanuel,CHRISTOL,Homme,M1 H (40-44),,FRA (France),PARCIEUX,FR,Finisher,2,,3,Derni,37:20:18,4.29
1136,Serge,VALETTE,Homme,M5 H (60-64),,FRA (France),PAULINET,FR,Finisher,3,,2,Derni,37:22:54,4.29
367,Jean Stéphane,DIJOUX,Homme,M0 H (35-39),,FRA (France),PITON SAINT LEU,RE,Finisher,4,,5,Derni,37:23:06,4.29
1820,Gerald,FRAISSE,Homme,M1 H (40-44),,FRA (France),BRAS PANON,RE,Finisher,5,,4,Derni,37:24:58,4.28
595,Ludwig,HERMAN,Homme,M2 H (45-49),,FRA (France),SAINT-DENIS,RE,Finisher,6,,1,Derni,37:27:25,4.28
1790,Samuel,PELLETIER,Homme,M2 H (45-49),,FRA (France),MELLEVILLE,FR,Finisher,7,,2,Derni,37:28:53,4.28
2233,Florian,BONNETON,Homme,M0 H (35-39),,FRA (France),LA MONTAGNE,RE,Finisher,8,,6,Derni,37:33:39,4.27
161,Benoît,BONNOUVRIER,Homme,M0 H (35-39),,FRA (France),ARÈS,FR,Finisher,9,,7,Derni,37:33:47,4.27
2357,Samuel,ZIJP,Homme,M1 H (40-44),,FRA (France),PAPEETE,PF,Finisher,0,,5,Derni,37:36:02,4.26
213,Alexandre,BUSCAL,Homme,M1 H (40-44),,FRA (France),STRASBOURG,FR,Finisher,1,,6,Derni,37:36:50,4.26
1109,Francois,SILVESTRI,Homme,M3 H (50-54),,FRA (France),SAINT JEANNET,FR,Finisher,2,,5,Derni,37:37:19,4.26
1979,Elisa,FAVRE FELIX,Femme,SE F (23-34),,FRA (France),SAINT MARTIN D'URIAGE,FR,Finisher,3,8,2,Derni,37:37:58,4.26
40,Jean Daniel,VEE,Homme,M2 H (45-49),,FRA (France),ST ANDRE,RE,Finisher,4,,3,Derni,37:40:27,4.25
2165,David,DESTOUESSE,Homme,M2 H (45-49),,FRA (France),ONARD,FR,Finisher,5,,4,Derni,37:42:19,4.25
471,Christophe,FOURNIER,Homme,M2 H (45-49),,FRA (France),LES DAMPS,FR,Finisher,6,,5,Derni,37:43:56,4.25
984,Maxime,POCHON,Homme,SE H (23-34),,FRA (France),VERSAILLES,FR,Finisher,7,,2,Derni,37:45:56,4.24
412,Thomas,ECOBICHON,Homme,SE H (23-34),,FRA (France),L'HERMITAGE-LORGE,FR,Finisher,8,,3,Derni,37:46:04,4.24
721,Damien,LE MOULEC,Homme,SE H (23-34),,FRA (France),LORIENT,FR,Finisher,8,,3,Derni,37:46:04,4.24
819,Yoann,MARTIN,Homme,SE H (23-34),,FRA (France),ST LEU,RE,Finisher,0,,5,Derni,37:46:37,4.24
2424,Michaël,RICHARD,Homme,M2 H (45-49),,FRA (France),SAINT-MÉARD-DE-DRÔNE,FR,Finisher,1,,6,Derni,37:46:57,4.24
565,Lucie,GUILLAME,Femme,SE F (23-34),,FRA (France),BOURG-SAINT-MAURICE,FR,Finisher,2,9,3,Derni,37:50:27,4.23
1474,Julien,MIQUEL,Homme,SE H (23-34),,FRA (France),CASTRES,FR,Finisher,3,,6,Derni,37:51:50,4.23
1695,Jean Fred,ABRILLET,Homme,M2 H (45-49),,FRA (France),LA RIVIÈRE,RE,Finisher,4,,7,Derni,37:53:07,4.23
178,Adrien,BOULINGUEZ,Homme,M2 H (45-49),,FRA (France),GUICLAN,FR,Finisher,5,,8,Derni,37:53:17,4.23
965,Emmanuel,PICARD-TURPIN,Homme,M1 H (40-44),,FRA (France),ENTRE-DEUX,RE,Finisher,6,,7,Derni,37:54:04,4.23
944,Olivier,PECOUL,Homme,M1 H (40-44),,FRA (France),GRESSE EN VERCORS,FR,Finisher,7,,8,Derni,37:59:06,4.22
1309,Véronique,DOUAT,Femme,M2 F (45-49),,FRA (France),BOURRÉAC,FR,Finisher,8,0,2,Derni,38:00:34,4.22
1304,Lorenzo,PRIETO SAIZ,Homme,M1 H (40-44),,ESP (Espagne),COLOGNE,DE,Finisher,9,,9,Derni,38:01:02,4.21
787,Loïc,MAGNANON,Homme,M1 H (40-44),,FRA (France),MONTBERON,FR,Finisher,0,,0,Derni,38:02:10,4.21
1401,Olivier,BAPTISTE,Homme,SE H (23-34),,FRA (France),LA POSSESSION,RE,Finisher,1,,7,Derni,38:04:11,4.21
941,Fabien,PEAN,Homme,M1 H (40-44),,FRA (France),PONT-PEAN,FR,Finisher,2,,1,Derni,38:04:59,4.21
889,Stéphane,MUQUET,Homme,M3 H (50-54),,FRA (France),ANTONY,FR,Finisher,3,,6,Derni,38:10:50,4.2
575,Nicolas,GUILLOUT,Homme,SE H (23-34),,FRA (France),POITIERS,FR,Finisher,4,,8,Derni,38:12:16,4.19
940,Lou,PAYRAUD,Homme,SE H (23-34),,FRA (France),SAINT DENIS,RE,Finisher,5,,9,Derni,38:13:06,4.19
1044,Jean-Christophe,ROBIN,Homme,M0 H (35-39),,FRA (France),GUIMILIAU,FR,Finisher,6,,8,Derni,38:13:49,4.19
2022,Jeremy,VETOIS,Homme,M0 H (35-39),,FRA (France),BOURCEFRANC-LE-CHAPUS,FR,Finisher,7,,9,Derni,38:14:01,4.19
2011,Antoine,RAFLIN,Homme,M0 H (35-39),,FRA (France),PIN BALMA,FR,Finisher,8,,0,Derni,38:14:09,4.19
596,Grégory,HERMAN,Homme,M1 H (40-44),,BEL (Belgique),SPONTIN,BE,Finisher,9,,2,Derni,38:15:34,4.19
1172,Arnaud,JANVIER,Homme,SE H (23-34),,FRA (France),ANNECY LE VIEUX,FR,Finisher,0,,0,Derni,38:15:57,4.19
1211,Bruno,PARVEDY,Homme,M0 H (35-39),,FRA (France),SAINT-ANDRE,RE,Finisher,1,,1,Derni,38:17:28,4.18
748,Ulysse,LENCLUME,Homme,M2 H (45-49),,FRA (France),SAINT LEU,RE,Arrêté,2,9,Derni,Temps de course38:18:04,,
1505,Vincent,SAGE,Homme,M0 H (35-39),,FRA (France),MASSIEUX,FR,Finisher,3,,2,Derni,38:19:02,4.18
542,Emmanuel,GODEFROID,Homme,M2 H (45-49),,BEL (Belgique),MONT-GAUTHIER,BE,Finisher,4,,0,Derni,38:19:21,4.18
696,Francis,LAUNAY,Homme,M2 H (45-49),,FRA (France),ENNEVELIN,FR,Finisher,5,,1,Derni,38:19:26,4.18
747,Xavier,JOUSSERAND,Homme,SE H (23-34),,FRA (France),SAINT-VICTOR SUR LOIRE,FR,Finisher,6,,1,Derni,38:21:25,4.18
291,Alexandre,CLAIN,Homme,M1 H (40-44),,FRA (France),EMALLEVILLE,FR,Finisher,7,,3,Derni,38:22:57,4.17
1405,Matthieu,CHASSERAY,Homme,SE H (23-34),,FRA (France),COMBRIT,FR,Finisher,8,,2,Derni,38:23:05,4.17
1838,Jonathan,METGE,Homme,M0 H (35-39),,FRA (France),ANTONY,FR,Finisher,9,,3,Derni,38:23:31,4.17
1681,Michael,MAURIN,Homme,M2 H (45-49),,FRA (France),TUGERAS ST MAURICE,FR,Finisher,0,,2,Derni,38:24:26,4.17
