num_dossard,pname,name,genre,cat,club,nationalité,ville,pays,etat,class_gen,class_F,class_cat,arrivée,tps_course,vit_moy
877,Maxime,MORIN,Homme,M1 H (40-44),,FRA (France),LANTIC,FR,Finisher,8,,2,Derni,47:54:08,3.35
881,Paul,MOTTEZ,Homme,M2 H (45-49),,FRA (France),HEM,FR,Finisher,9,,9,Derni,47:54:57,3.34
2027,Jacques,MAINCENT,Homme,SE H (23-34),,FRA (France),SAINT LEU,RE,Finisher,0,,8,Derni,47:55:15,3.34
2260,Julien,FIGUEROA,Homme,SE H (23-34),,FRA (France),LA POSSESSION,RE,Finisher,1,,9,Derni,47:56:00,3.34
145,Rémy,BLOC’H,Homme,M3 H (50-54),,FRA (France),LANDIVISIAU,FR,Finisher,2,,4,Derni,47:56:08,3.34
157,Gilles,CORRÈ,Homme,M1 H (40-44),,FRA (France),STE ROSE,RE,Finisher,3,,3,Derni,47:56:40,3.34
2578,Xavier,CHAU,Homme,M4 H (55-59),,FRA (France),SAINT CYR EN VAL,FR,Finisher,4,,5,Derni,47:59:11,3.34
1893,Jérémie Mickael,DE LARICHAUDY,Homme,M1 H (40-44),,FRA (France),LA POSSESSION,RE,Finisher,5,,4,Derni,48:00:05,3.34
2149,Jean François,FONTAINE,Homme,M5 H (60-64),,FRA (France),PLAINE DES CAFRES,RE,Finisher,6,,7,Derni,48:01:50,3.34
2383,Jean Luc,DEJOB,Homme,M4 H (55-59),,FRA (France),FEURS,FR,Finisher,7,,6,Derni,48:03:15,3.33
614,Nicolas,HUGUET,Homme,M2 H (45-49),,FRA (France),LÉON,FR,Finisher,8,,0,Derni,48:03:18,3.33
346,Gwennael,DAVAYAT,Homme,SE H (23-34),,FRA (France),CHAMALIERES,FR,Finisher,9,,0,Derni,48:03:41,3.33
1738,Anthony,MAHE,Homme,M2 H (45-49),,FRA (France),LANRODEC,FR,Finisher,0,,1,Derni,48:04:08,3.33
732,Michel,LEBOT,Homme,M6 H (65-69),,FRA (France),SAINT-GILLES LES HAUTS,RE,Finisher,1,,4,Derni,48:04:59,3.33
1346,Nicolas,LENGLET,Homme,M1 H (40-44),,FRA (France),VILLENEUVE D ASCQ,FR,Finisher,2,,5,Derni,48:06:31,3.33
1075,Christopher,SAINT-ALME,Homme,SE H (23-34),,FRA (France),SAINT-GERMAIN-EN-LAYE,FR,Finisher,3,,1,Derni,48:07:15,3.33
1046,Dominique,MARTINEAU,Homme,M3 H (50-54),,FRA (France),MONTAIGU VENDÉE,FR,Finisher,4,,5,Derni,48:07:18,3.33
2198,Marc,TURZO,Homme,M4 H (55-59),,FRA (France),PLAN DE CUQUES,FR,Finisher,5,,7,Derni,48:07:59,3.33
1373,Kevin,LARZUL,Homme,M0 H (35-39),,FRA (France),LA SALINE LES BAINS,RE,Finisher,6,,6,Derni,48:08:21,3.33
1668,Jean Louis,MAHAVE,Homme,M2 H (45-49),,FRA (France),SAINT ANDRÉ,RE,Finisher,7,,2,Derni,48:08:40,3.33
